"mouseMovements","keystrokes","scrollingPatterns","ipAddress"
"[{""x"":1383,""y"":57,""timestamp"":1726300986520},{""x"":980,""y"":315,""timestamp"":1726300986630},{""x"":970,""y"":316,""timestamp"":1726300986744},{""x"":935,""y"":256,""timestamp"":1726300986848},{""x"":868,""y"":231,""timestamp"":1726300986962},{""x"":852,""y"":244,""timestamp"":1726300988981},{""x"":766,""y"":305,""timestamp"":1726300989086},{""x"":740,""y"":322,""timestamp"":1726300989189},{""x"":732,""y"":327,""timestamp"":1726300989344},{""x"":723,""y"":338,""timestamp"":1726300989469},{""x"":723,""y"":338,""timestamp"":1726300989651},{""x"":854,""y"":253,""timestamp"":1726300990289},{""x"":1125,""y"":198,""timestamp"":1726300990391},{""x"":828,""y"":328,""timestamp"":1726300990496},{""x"":731,""y"":385,""timestamp"":1726300991399},{""x"":645,""y"":445,""timestamp"":1726300991504},{""x"":621,""y"":442,""timestamp"":1726300991607},{""x"":548,""y"":398,""timestamp"":1726300991712},{""x"":482,""y"":388,""timestamp"":1726300992006},{""x"":200,""y"":418,""timestamp"":1726300992949},{""x"":266,""y"":414,""timestamp"":1726300993054},{""x"":313,""y"":417,""timestamp"":1726300993157},{""x"":943,""y"":97,""timestamp"":1726300995835},{""x"":908,""y"":118,""timestamp"":1726300996157},{""x"":401,""y"":540,""timestamp"":1726300996262},{""x"":378,""y"":567,""timestamp"":1726300997014},{""x"":373,""y"":533,""timestamp"":1726300997122},{""x"":372,""y"":530,""timestamp"":1726300997227},{""x"":363,""y"":517,""timestamp"":1726300997331},{""x"":354,""y"":490,""timestamp"":1726300998178},{""x"":308,""y"":202,""timestamp"":1726300998282}]","[{""timestamp"":1726300992739}]","[]","49.47.10.157"
"[{""x"":1383,""y"":57,""timestamp"":1726300986520},{""x"":980,""y"":315,""timestamp"":1726300986630},{""x"":970,""y"":316,""timestamp"":1726300986744},{""x"":935,""y"":256,""timestamp"":1726300986848},{""x"":868,""y"":231,""timestamp"":1726300986962},{""x"":852,""y"":244,""timestamp"":1726300988981},{""x"":766,""y"":305,""timestamp"":1726300989086},{""x"":740,""y"":322,""timestamp"":1726300989189},{""x"":732,""y"":327,""timestamp"":1726300989344},{""x"":723,""y"":338,""timestamp"":1726300989469},{""x"":723,""y"":338,""timestamp"":1726300989651},{""x"":854,""y"":253,""timestamp"":1726300990289},{""x"":1125,""y"":198,""timestamp"":1726300990391},{""x"":828,""y"":328,""timestamp"":1726300990496},{""x"":731,""y"":385,""timestamp"":1726300991399},{""x"":645,""y"":445,""timestamp"":1726300991504},{""x"":621,""y"":442,""timestamp"":1726300991607},{""x"":548,""y"":398,""timestamp"":1726300991712},{""x"":482,""y"":388,""timestamp"":1726300992006},{""x"":200,""y"":418,""timestamp"":1726300992949},{""x"":266,""y"":414,""timestamp"":1726300993054},{""x"":313,""y"":417,""timestamp"":1726300993157},{""x"":943,""y"":97,""timestamp"":1726300995835},{""x"":908,""y"":118,""timestamp"":1726300996157},{""x"":401,""y"":540,""timestamp"":1726300996262},{""x"":378,""y"":567,""timestamp"":1726300997014},{""x"":373,""y"":533,""timestamp"":1726300997122},{""x"":372,""y"":530,""timestamp"":1726300997227},{""x"":363,""y"":517,""timestamp"":1726300997331},{""x"":354,""y"":490,""timestamp"":1726300998178},{""x"":308,""y"":202,""timestamp"":1726300998282},{""x"":293,""y"":194,""timestamp"":1726300999038}]","[{""timestamp"":1726300992739}]","[]","49.47.10.157"
"[{""x"":1383,""y"":57,""timestamp"":1726300986520},{""x"":980,""y"":315,""timestamp"":1726300986630},{""x"":970,""y"":316,""timestamp"":1726300986744},{""x"":935,""y"":256,""timestamp"":1726300986848},{""x"":868,""y"":231,""timestamp"":1726300986962},{""x"":852,""y"":244,""timestamp"":1726300988981},{""x"":766,""y"":305,""timestamp"":1726300989086},{""x"":740,""y"":322,""timestamp"":1726300989189},{""x"":732,""y"":327,""timestamp"":1726300989344},{""x"":723,""y"":338,""timestamp"":1726300989469},{""x"":723,""y"":338,""timestamp"":1726300989651},{""x"":854,""y"":253,""timestamp"":1726300990289},{""x"":1125,""y"":198,""timestamp"":1726300990391},{""x"":828,""y"":328,""timestamp"":1726300990496},{""x"":731,""y"":385,""timestamp"":1726300991399},{""x"":645,""y"":445,""timestamp"":1726300991504},{""x"":621,""y"":442,""timestamp"":1726300991607},{""x"":548,""y"":398,""timestamp"":1726300991712},{""x"":482,""y"":388,""timestamp"":1726300992006},{""x"":200,""y"":418,""timestamp"":1726300992949},{""x"":266,""y"":414,""timestamp"":1726300993054},{""x"":313,""y"":417,""timestamp"":1726300993157},{""x"":943,""y"":97,""timestamp"":1726300995835},{""x"":908,""y"":118,""timestamp"":1726300996157},{""x"":401,""y"":540,""timestamp"":1726300996262},{""x"":378,""y"":567,""timestamp"":1726300997014},{""x"":373,""y"":533,""timestamp"":1726300997122},{""x"":372,""y"":530,""timestamp"":1726300997227},{""x"":363,""y"":517,""timestamp"":1726300997331},{""x"":354,""y"":490,""timestamp"":1726300998178},{""x"":308,""y"":202,""timestamp"":1726300998282},{""x"":293,""y"":194,""timestamp"":1726300999038},{""x"":234,""y"":133,""timestamp"":1726300999142}]","[{""timestamp"":1726300992739}]","[]","49.47.10.157"
"[{""x"":1383,""y"":57,""timestamp"":1726300986520},{""x"":980,""y"":315,""timestamp"":1726300986630},{""x"":970,""y"":316,""timestamp"":1726300986744},{""x"":935,""y"":256,""timestamp"":1726300986848},{""x"":868,""y"":231,""timestamp"":1726300986962},{""x"":852,""y"":244,""timestamp"":1726300988981},{""x"":766,""y"":305,""timestamp"":1726300989086},{""x"":740,""y"":322,""timestamp"":1726300989189},{""x"":732,""y"":327,""timestamp"":1726300989344},{""x"":723,""y"":338,""timestamp"":1726300989469},{""x"":723,""y"":338,""timestamp"":1726300989651},{""x"":854,""y"":253,""timestamp"":1726300990289},{""x"":1125,""y"":198,""timestamp"":1726300990391},{""x"":828,""y"":328,""timestamp"":1726300990496},{""x"":731,""y"":385,""timestamp"":1726300991399},{""x"":645,""y"":445,""timestamp"":1726300991504},{""x"":621,""y"":442,""timestamp"":1726300991607},{""x"":548,""y"":398,""timestamp"":1726300991712},{""x"":482,""y"":388,""timestamp"":1726300992006},{""x"":200,""y"":418,""timestamp"":1726300992949},{""x"":266,""y"":414,""timestamp"":1726300993054},{""x"":313,""y"":417,""timestamp"":1726300993157},{""x"":943,""y"":97,""timestamp"":1726300995835},{""x"":908,""y"":118,""timestamp"":1726300996157},{""x"":401,""y"":540,""timestamp"":1726300996262},{""x"":378,""y"":567,""timestamp"":1726300997014},{""x"":373,""y"":533,""timestamp"":1726300997122},{""x"":372,""y"":530,""timestamp"":1726300997227},{""x"":363,""y"":517,""timestamp"":1726300997331},{""x"":354,""y"":490,""timestamp"":1726300998178},{""x"":308,""y"":202,""timestamp"":1726300998282},{""x"":293,""y"":194,""timestamp"":1726300999038},{""x"":234,""y"":133,""timestamp"":1726300999142},{""x"":204,""y"":48,""timestamp"":1726300999246}]","[{""timestamp"":1726300992739}]","[]","49.47.10.157"
"[{""x"":1383,""y"":57,""timestamp"":1726300986520},{""x"":980,""y"":315,""timestamp"":1726300986630},{""x"":970,""y"":316,""timestamp"":1726300986744},{""x"":935,""y"":256,""timestamp"":1726300986848},{""x"":868,""y"":231,""timestamp"":1726300986962},{""x"":852,""y"":244,""timestamp"":1726300988981},{""x"":766,""y"":305,""timestamp"":1726300989086},{""x"":740,""y"":322,""timestamp"":1726300989189},{""x"":732,""y"":327,""timestamp"":1726300989344},{""x"":723,""y"":338,""timestamp"":1726300989469},{""x"":723,""y"":338,""timestamp"":1726300989651},{""x"":854,""y"":253,""timestamp"":1726300990289},{""x"":1125,""y"":198,""timestamp"":1726300990391},{""x"":828,""y"":328,""timestamp"":1726300990496},{""x"":731,""y"":385,""timestamp"":1726300991399},{""x"":645,""y"":445,""timestamp"":1726300991504},{""x"":621,""y"":442,""timestamp"":1726300991607},{""x"":548,""y"":398,""timestamp"":1726300991712},{""x"":482,""y"":388,""timestamp"":1726300992006},{""x"":200,""y"":418,""timestamp"":1726300992949},{""x"":266,""y"":414,""timestamp"":1726300993054},{""x"":313,""y"":417,""timestamp"":1726300993157},{""x"":943,""y"":97,""timestamp"":1726300995835},{""x"":908,""y"":118,""timestamp"":1726300996157},{""x"":401,""y"":540,""timestamp"":1726300996262},{""x"":378,""y"":567,""timestamp"":1726300997014},{""x"":373,""y"":533,""timestamp"":1726300997122},{""x"":372,""y"":530,""timestamp"":1726300997227},{""x"":363,""y"":517,""timestamp"":1726300997331},{""x"":354,""y"":490,""timestamp"":1726300998178},{""x"":308,""y"":202,""timestamp"":1726300998282},{""x"":293,""y"":194,""timestamp"":1726300999038},{""x"":234,""y"":133,""timestamp"":1726300999142},{""x"":204,""y"":48,""timestamp"":1726300999246}]","[{""timestamp"":1726300992739}]","[]","49.47.10.157"
"[{""x"":1383,""y"":57,""timestamp"":1726300986520},{""x"":980,""y"":315,""timestamp"":1726300986630},{""x"":970,""y"":316,""timestamp"":1726300986744},{""x"":935,""y"":256,""timestamp"":1726300986848},{""x"":868,""y"":231,""timestamp"":1726300986962},{""x"":852,""y"":244,""timestamp"":1726300988981},{""x"":766,""y"":305,""timestamp"":1726300989086},{""x"":740,""y"":322,""timestamp"":1726300989189},{""x"":732,""y"":327,""timestamp"":1726300989344},{""x"":723,""y"":338,""timestamp"":1726300989469},{""x"":723,""y"":338,""timestamp"":1726300989651},{""x"":854,""y"":253,""timestamp"":1726300990289},{""x"":1125,""y"":198,""timestamp"":1726300990391},{""x"":828,""y"":328,""timestamp"":1726300990496},{""x"":731,""y"":385,""timestamp"":1726300991399},{""x"":645,""y"":445,""timestamp"":1726300991504},{""x"":621,""y"":442,""timestamp"":1726300991607},{""x"":548,""y"":398,""timestamp"":1726300991712},{""x"":482,""y"":388,""timestamp"":1726300992006},{""x"":200,""y"":418,""timestamp"":1726300992949},{""x"":266,""y"":414,""timestamp"":1726300993054},{""x"":313,""y"":417,""timestamp"":1726300993157},{""x"":943,""y"":97,""timestamp"":1726300995835},{""x"":908,""y"":118,""timestamp"":1726300996157},{""x"":401,""y"":540,""timestamp"":1726300996262},{""x"":378,""y"":567,""timestamp"":1726300997014},{""x"":373,""y"":533,""timestamp"":1726300997122},{""x"":372,""y"":530,""timestamp"":1726300997227},{""x"":363,""y"":517,""timestamp"":1726300997331},{""x"":354,""y"":490,""timestamp"":1726300998178},{""x"":308,""y"":202,""timestamp"":1726300998282},{""x"":293,""y"":194,""timestamp"":1726300999038},{""x"":234,""y"":133,""timestamp"":1726300999142},{""x"":204,""y"":48,""timestamp"":1726300999246}]","[{""timestamp"":1726300992739}]","[]","49.47.10.157"
"[{""x"":1383,""y"":57,""timestamp"":1726300986520},{""x"":980,""y"":315,""timestamp"":1726300986630},{""x"":970,""y"":316,""timestamp"":1726300986744},{""x"":935,""y"":256,""timestamp"":1726300986848},{""x"":868,""y"":231,""timestamp"":1726300986962},{""x"":852,""y"":244,""timestamp"":1726300988981},{""x"":766,""y"":305,""timestamp"":1726300989086},{""x"":740,""y"":322,""timestamp"":1726300989189},{""x"":732,""y"":327,""timestamp"":1726300989344},{""x"":723,""y"":338,""timestamp"":1726300989469},{""x"":723,""y"":338,""timestamp"":1726300989651},{""x"":854,""y"":253,""timestamp"":1726300990289},{""x"":1125,""y"":198,""timestamp"":1726300990391},{""x"":828,""y"":328,""timestamp"":1726300990496},{""x"":731,""y"":385,""timestamp"":1726300991399},{""x"":645,""y"":445,""timestamp"":1726300991504},{""x"":621,""y"":442,""timestamp"":1726300991607},{""x"":548,""y"":398,""timestamp"":1726300991712},{""x"":482,""y"":388,""timestamp"":1726300992006},{""x"":200,""y"":418,""timestamp"":1726300992949},{""x"":266,""y"":414,""timestamp"":1726300993054},{""x"":313,""y"":417,""timestamp"":1726300993157},{""x"":943,""y"":97,""timestamp"":1726300995835},{""x"":908,""y"":118,""timestamp"":1726300996157},{""x"":401,""y"":540,""timestamp"":1726300996262},{""x"":378,""y"":567,""timestamp"":1726300997014},{""x"":373,""y"":533,""timestamp"":1726300997122},{""x"":372,""y"":530,""timestamp"":1726300997227},{""x"":363,""y"":517,""timestamp"":1726300997331},{""x"":354,""y"":490,""timestamp"":1726300998178},{""x"":308,""y"":202,""timestamp"":1726300998282},{""x"":293,""y"":194,""timestamp"":1726300999038},{""x"":234,""y"":133,""timestamp"":1726300999142},{""x"":204,""y"":48,""timestamp"":1726300999246}]","[{""timestamp"":1726300992739}]","[]","49.47.10.157"
"[{""x"":1383,""y"":57,""timestamp"":1726300986520},{""x"":980,""y"":315,""timestamp"":1726300986630},{""x"":970,""y"":316,""timestamp"":1726300986744},{""x"":935,""y"":256,""timestamp"":1726300986848},{""x"":868,""y"":231,""timestamp"":1726300986962},{""x"":852,""y"":244,""timestamp"":1726300988981},{""x"":766,""y"":305,""timestamp"":1726300989086},{""x"":740,""y"":322,""timestamp"":1726300989189},{""x"":732,""y"":327,""timestamp"":1726300989344},{""x"":723,""y"":338,""timestamp"":1726300989469},{""x"":723,""y"":338,""timestamp"":1726300989651},{""x"":854,""y"":253,""timestamp"":1726300990289},{""x"":1125,""y"":198,""timestamp"":1726300990391},{""x"":828,""y"":328,""timestamp"":1726300990496},{""x"":731,""y"":385,""timestamp"":1726300991399},{""x"":645,""y"":445,""timestamp"":1726300991504},{""x"":621,""y"":442,""timestamp"":1726300991607},{""x"":548,""y"":398,""timestamp"":1726300991712},{""x"":482,""y"":388,""timestamp"":1726300992006},{""x"":200,""y"":418,""timestamp"":1726300992949},{""x"":266,""y"":414,""timestamp"":1726300993054},{""x"":313,""y"":417,""timestamp"":1726300993157},{""x"":943,""y"":97,""timestamp"":1726300995835},{""x"":908,""y"":118,""timestamp"":1726300996157},{""x"":401,""y"":540,""timestamp"":1726300996262},{""x"":378,""y"":567,""timestamp"":1726300997014},{""x"":373,""y"":533,""timestamp"":1726300997122},{""x"":372,""y"":530,""timestamp"":1726300997227},{""x"":363,""y"":517,""timestamp"":1726300997331},{""x"":354,""y"":490,""timestamp"":1726300998178},{""x"":308,""y"":202,""timestamp"":1726300998282},{""x"":293,""y"":194,""timestamp"":1726300999038},{""x"":234,""y"":133,""timestamp"":1726300999142},{""x"":204,""y"":48,""timestamp"":1726300999246},{""x"":192,""y"":27,""timestamp"":1726300999673}]","[{""timestamp"":1726300992739}]","[]","49.47.10.157"
"[{""x"":1383,""y"":57,""timestamp"":1726300986520},{""x"":980,""y"":315,""timestamp"":1726300986630},{""x"":970,""y"":316,""timestamp"":1726300986744},{""x"":935,""y"":256,""timestamp"":1726300986848},{""x"":868,""y"":231,""timestamp"":1726300986962},{""x"":852,""y"":244,""timestamp"":1726300988981},{""x"":766,""y"":305,""timestamp"":1726300989086},{""x"":740,""y"":322,""timestamp"":1726300989189},{""x"":732,""y"":327,""timestamp"":1726300989344},{""x"":723,""y"":338,""timestamp"":1726300989469},{""x"":723,""y"":338,""timestamp"":1726300989651},{""x"":854,""y"":253,""timestamp"":1726300990289},{""x"":1125,""y"":198,""timestamp"":1726300990391},{""x"":828,""y"":328,""timestamp"":1726300990496},{""x"":731,""y"":385,""timestamp"":1726300991399},{""x"":645,""y"":445,""timestamp"":1726300991504},{""x"":621,""y"":442,""timestamp"":1726300991607},{""x"":548,""y"":398,""timestamp"":1726300991712},{""x"":482,""y"":388,""timestamp"":1726300992006},{""x"":200,""y"":418,""timestamp"":1726300992949},{""x"":266,""y"":414,""timestamp"":1726300993054},{""x"":313,""y"":417,""timestamp"":1726300993157},{""x"":943,""y"":97,""timestamp"":1726300995835},{""x"":908,""y"":118,""timestamp"":1726300996157},{""x"":401,""y"":540,""timestamp"":1726300996262},{""x"":378,""y"":567,""timestamp"":1726300997014},{""x"":373,""y"":533,""timestamp"":1726300997122},{""x"":372,""y"":530,""timestamp"":1726300997227},{""x"":363,""y"":517,""timestamp"":1726300997331},{""x"":354,""y"":490,""timestamp"":1726300998178},{""x"":308,""y"":202,""timestamp"":1726300998282},{""x"":293,""y"":194,""timestamp"":1726300999038},{""x"":234,""y"":133,""timestamp"":1726300999142},{""x"":204,""y"":48,""timestamp"":1726300999246},{""x"":192,""y"":27,""timestamp"":1726300999673}]","[{""timestamp"":1726300992739}]","[]","49.47.10.157"
"[{""x"":1383,""y"":57,""timestamp"":1726300986520},{""x"":980,""y"":315,""timestamp"":1726300986630},{""x"":970,""y"":316,""timestamp"":1726300986744},{""x"":935,""y"":256,""timestamp"":1726300986848},{""x"":868,""y"":231,""timestamp"":1726300986962},{""x"":852,""y"":244,""timestamp"":1726300988981},{""x"":766,""y"":305,""timestamp"":1726300989086},{""x"":740,""y"":322,""timestamp"":1726300989189},{""x"":732,""y"":327,""timestamp"":1726300989344},{""x"":723,""y"":338,""timestamp"":1726300989469},{""x"":723,""y"":338,""timestamp"":1726300989651},{""x"":854,""y"":253,""timestamp"":1726300990289},{""x"":1125,""y"":198,""timestamp"":1726300990391},{""x"":828,""y"":328,""timestamp"":1726300990496},{""x"":731,""y"":385,""timestamp"":1726300991399},{""x"":645,""y"":445,""timestamp"":1726300991504},{""x"":621,""y"":442,""timestamp"":1726300991607},{""x"":548,""y"":398,""timestamp"":1726300991712},{""x"":482,""y"":388,""timestamp"":1726300992006},{""x"":200,""y"":418,""timestamp"":1726300992949},{""x"":266,""y"":414,""timestamp"":1726300993054},{""x"":313,""y"":417,""timestamp"":1726300993157},{""x"":943,""y"":97,""timestamp"":1726300995835},{""x"":908,""y"":118,""timestamp"":1726300996157},{""x"":401,""y"":540,""timestamp"":1726300996262},{""x"":378,""y"":567,""timestamp"":1726300997014},{""x"":373,""y"":533,""timestamp"":1726300997122},{""x"":372,""y"":530,""timestamp"":1726300997227},{""x"":363,""y"":517,""timestamp"":1726300997331},{""x"":354,""y"":490,""timestamp"":1726300998178},{""x"":308,""y"":202,""timestamp"":1726300998282},{""x"":293,""y"":194,""timestamp"":1726300999038},{""x"":234,""y"":133,""timestamp"":1726300999142},{""x"":204,""y"":48,""timestamp"":1726300999246},{""x"":192,""y"":27,""timestamp"":1726300999673}]","[{""timestamp"":1726300992739}]","[]","49.47.10.157"
"[{""x"":1383,""y"":57,""timestamp"":1726300986520},{""x"":980,""y"":315,""timestamp"":1726300986630},{""x"":970,""y"":316,""timestamp"":1726300986744},{""x"":935,""y"":256,""timestamp"":1726300986848},{""x"":868,""y"":231,""timestamp"":1726300986962},{""x"":852,""y"":244,""timestamp"":1726300988981},{""x"":766,""y"":305,""timestamp"":1726300989086},{""x"":740,""y"":322,""timestamp"":1726300989189},{""x"":732,""y"":327,""timestamp"":1726300989344},{""x"":723,""y"":338,""timestamp"":1726300989469},{""x"":723,""y"":338,""timestamp"":1726300989651},{""x"":854,""y"":253,""timestamp"":1726300990289},{""x"":1125,""y"":198,""timestamp"":1726300990391},{""x"":828,""y"":328,""timestamp"":1726300990496},{""x"":731,""y"":385,""timestamp"":1726300991399},{""x"":645,""y"":445,""timestamp"":1726300991504},{""x"":621,""y"":442,""timestamp"":1726300991607},{""x"":548,""y"":398,""timestamp"":1726300991712},{""x"":482,""y"":388,""timestamp"":1726300992006},{""x"":200,""y"":418,""timestamp"":1726300992949},{""x"":266,""y"":414,""timestamp"":1726300993054},{""x"":313,""y"":417,""timestamp"":1726300993157},{""x"":943,""y"":97,""timestamp"":1726300995835},{""x"":908,""y"":118,""timestamp"":1726300996157},{""x"":401,""y"":540,""timestamp"":1726300996262},{""x"":378,""y"":567,""timestamp"":1726300997014},{""x"":373,""y"":533,""timestamp"":1726300997122},{""x"":372,""y"":530,""timestamp"":1726300997227},{""x"":363,""y"":517,""timestamp"":1726300997331},{""x"":354,""y"":490,""timestamp"":1726300998178},{""x"":308,""y"":202,""timestamp"":1726300998282},{""x"":293,""y"":194,""timestamp"":1726300999038},{""x"":234,""y"":133,""timestamp"":1726300999142},{""x"":204,""y"":48,""timestamp"":1726300999246},{""x"":192,""y"":27,""timestamp"":1726300999673}]","[{""timestamp"":1726300992739}]","[]","49.47.10.157"
